"id","winner","base_time","add_time","total_time","game_class","opening_class","opening_eco_mod","rating_dif","same_elo_band_flag","same_elo_step_flag","white_elo_band","white_castle_turn_limited","white_castle_before_five","white_castle_before_ten","white_castle_before_fifteen","white_checks_limited_count","white_checks_before_five","white_checks_before_ten","white_checks_before_fifteen","white_loss_before_five","white_loss_before_ten","white_loss_before_fifteen","black_elo_band","black_castle_turn_limited","black_castle_before_five","black_castle_before_ten","black_castle_before_fifteen","black_checks_before_five","black_checks_before_ten","black_checks_before_fifteen","black_checks_limited_count","black_loss_before_five","black_loss_before_ten","black_loss_before_fifteen","player_as_white_fav_opening_class","player_as_white_fav_opening_eco","player_white_total_games_count","player_black_total_games_count"
"v2BASFqN","white",20,20,50,2,1,112,217,0,0,6,7,0,1,1,0,0,0,0,0,1,1,4,0,0,0,0,1,1,1,1,0,1,1,"C","C02",27,1
"hBKxwzgA","black",15,10,25,2,1,190,-151,0,1,5,12,0,0,1,0,0,0,0,1,1,2,6,10,0,1,1,0,0,0,0,1,1,2,"B","B90",1,27
"6NXSj5et","white",15,10,34,2,0,1,25,1,1,6,8,0,1,1,0,0,0,0,0,1,3,6,10,0,1,1,0,0,0,0,0,1,3,"B","B94",3,27
"Z0Cx91Uh","black",10,5,13,1,0,46,-91,1,1,5,11,0,0,1,0,0,0,0,1,2,3,5,14,0,0,1,0,0,0,0,1,2,3,"D","D31",3,27
"2onv9UeF","white",15,10,25,2,4,468,1,1,1,6,7,0,1,1,0,0,0,0,0,0,2,6,4,1,1,1,0,0,0,0,0,0,2,"B","B94",3,27
"upN6B2c0","white",10,15,27,1,1,190,415,1,0,6,NA,0,0,0,0,0,0,0,1,2,4,6,15,0,0,1,0,0,0,0,1,2,4,"B","A40",41,27
"QYMM5YTe","white",10,0,10,1,2,200,261,0,0,4,NA,0,0,0,0,0,0,0,0,3,4,2,NA,0,0,0,1,1,1,1,0,2,3,"C","C00",6,1
"wtTlqj8K","black",10,8,17,1,0,11,-42,1,1,3,9,0,1,1,0,0,0,0,1,1,3,3,11,0,0,1,0,0,0,0,1,1,3,"A","A11",1,6
"erD6ArRp","black",15,10,40,2,1,121,88,0,1,4,8,0,1,1,0,0,0,0,2,3,3,3,9,0,1,1,0,1,1,1,1,2,2,"C","C00",6,4
"jnFVqlqv","black",15,10,22,2,1,110,-70,1,1,3,0,0,0,0,1,0,0,1,1,4,6,3,14,0,0,1,0,1,1,1,1,3,4,"B","B06",4,6
"qJLrjD7k","black",15,10,25,2,0,10,98,0,1,4,10,0,1,1,0,0,0,0,0,1,2,3,5,1,1,1,0,1,1,1,0,1,2,"C","C00",6,4
"x9Pup3vp","white",10,0,10,1,1,101,21,1,1,1,8,0,1,1,0,0,0,0,1,2,5,1,NA,0,0,0,1,1,1,1,1,2,4,"B","B01",3,2
"AGhOFsth","black",10,0,10,1,2,241,16,1,1,2,12,0,0,1,1,0,1,1,0,4,6,2,11,0,0,1,0,1,1,1,0,3,4,"B","B01",3,1
"nE4LiSn2","white",25,10,49,2,1,150,-51,0,1,1,NA,0,0,0,2,0,1,1,0,2,4,2,NA,0,0,0,0,0,0,0,0,2,3,"B","B01",3,2
"388CvPN6","white",10,0,10,1,2,226,9,1,1,2,11,0,0,1,1,0,1,1,0,3,3,2,11,0,0,1,0,0,0,0,0,3,3,"C","C20",2,9
"xQhJRz5b","white",10,15,20,1,1,103,752,0,0,6,9,0,1,1,0,0,0,0,0,1,2,2,8,0,1,1,0,0,0,0,0,1,1,"B","B03",1,9
"lYZ4gqba","black",10,0,10,1,2,241,-74,1,1,2,4,1,1,1,3,0,1,1,0,3,5,2,0,0,0,0,0,0,0,0,0,3,4,"C","C41",9,2
"7Z1iZqsS","black",10,0,10,1,2,250,17,1,1,2,10,0,1,1,0,0,0,0,0,2,4,2,5,1,1,1,0,0,0,0,0,1,3,"C","C50",1,9
"UnGRH4NG","white",10,0,10,1,0,0,154,0,1,3,NA,0,0,0,0,0,0,0,2,3,4,2,5,1,1,1,0,0,0,0,2,3,4,"A","A00",2,9
"qkJVE2Qh","black",10,0,10,1,2,253,-142,0,1,2,8,0,1,1,0,0,0,0,1,2,4,3,7,0,1,1,0,1,1,1,0,3,5,"C","C41",9,3
"cEc0t0GN","black",10,0,10,1,1,102,-11,1,1,2,9,0,1,1,0,0,0,0,0,1,3,2,8,0,1,1,0,0,0,0,0,1,3,"B","B02",2,9
"48uyfjg1","white",15,15,32,2,3,337,174,0,1,4,10,0,1,1,0,0,0,0,0,1,4,3,6,0,1,1,0,0,0,0,0,1,4,"D","D37",1,18
"M2ZlvyYy","white",30,30,66,2,3,355,275,0,0,5,13,0,0,1,0,0,0,0,0,1,3,3,6,0,1,1,0,0,0,0,0,1,2,"D","D31",24,18
"9EWYBXrM","black",10,0,10,1,3,394,10,1,1,3,NA,0,0,0,0,0,0,0,0,2,3,3,5,1,1,1,0,0,0,0,0,2,3,"D","E61",18,3
"kVWOIJbl","black",20,5,23,2,4,461,-434,0,0,3,7,0,1,1,0,0,0,0,0,0,3,6,4,1,1,1,0,0,0,0,0,0,2,"D","E61",18,5
"qEcxGVwG","white",10,0,10,1,4,461,2,1,1,3,7,0,1,1,0,0,0,0,1,2,3,3,6,0,1,1,0,0,0,0,1,1,3,"D","E61",18,1
"SSOF87RQ","black",10,0,10,1,3,332,-85,0,1,3,8,0,1,1,0,0,0,0,0,3,4,4,12,0,0,1,0,0,0,0,0,3,4,"D","E61",18,1
"urC8i42C","white",10,0,10,1,3,302,78,0,1,4,6,0,1,1,0,0,0,0,0,3,3,3,10,0,1,1,0,0,0,0,0,2,2,"D","D02",5,18
"ekR9eykD","black",30,30,73,2,2,207,151,0,1,4,8,0,1,1,1,0,0,1,2,2,3,3,9,0,1,1,0,0,0,0,2,2,3,"C","C07",2,18
"jYFB118e","white",10,0,10,1,0,13,-12,0,1,3,9,0,1,1,1,0,0,1,0,0,2,4,6,0,1,1,0,0,1,1,0,0,1,"A","A13",1,18
"Bwz5Avk3","black",10,0,10,1,2,202,-72,1,1,3,11,0,0,1,0,0,0,0,0,2,3,3,10,0,1,1,0,1,1,1,0,2,2,"C","C02",2,18
"TapgVQFc","black",10,0,10,1,2,200,1,1,1,3,11,0,0,1,2,1,1,1,2,2,4,3,9,0,1,1,0,0,0,0,2,2,3,"C","C00",1,18
"vCD5E7Ps","white",5,60,66,1,2,211,-295,0,0,2,0,0,0,0,0,0,0,0,0,1,2,3,10,0,1,1,0,1,1,2,0,1,2,"B","B01",12,18
"TnJuozQ7","black",10,0,10,1,0,0,-28,1,1,3,8,0,1,1,1,0,0,1,1,2,5,3,7,0,1,1,0,0,0,0,0,2,6,"A","A00",1,18
"Q7XGscXE","white",10,0,10,1,0,40,593,0,0,4,7,0,1,1,0,0,0,0,1,3,4,1,9,0,1,1,0,0,0,0,1,3,3,"A","A40",1,21
"soroD8w1","black",10,0,10,1,2,200,301,0,0,2,8,0,1,1,1,0,0,1,1,2,4,0,6,0,1,1,0,0,0,0,1,2,5,"C","C00",1,21
"js6WMWrw","black",10,0,10,1,0,0,268,0,0,2,0,0,0,0,0,0,0,0,1,1,3,0,7,0,1,1,0,0,1,2,1,1,4,"A","A00",1,21
"ZlIofOna","black",10,0,10,1,2,202,234,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,NA,0,0,0,0,1,1,1,1,1,1,"C","B20",4,21
"rsEgYfgO","black",10,0,10,1,0,15,-1,1,1,3,9,0,1,1,0,0,0,0,1,2,3,3,15,0,0,1,0,0,0,0,1,1,3,"A","A15",1,1
"KkuTHGO4","white",60,180,189,3,1,151,-82,1,1,4,10,0,1,1,1,1,1,1,1,1,1,4,9,0,1,1,0,0,0,0,1,1,1,"B","B31",42,48
"pdJ3eEa1","white",45,45,81,3,1,131,-82,1,1,4,5,1,1,1,0,0,0,0,1,2,2,4,11,0,0,1,0,0,0,0,1,2,2,"B","B31",42,48
"5y4SI10i","white",15,15,26,2,0,81,14,1,1,4,5,1,1,1,0,0,0,0,0,0,1,4,5,1,1,1,0,0,0,0,0,0,1,"A","A81",2,42
"wOlY8KQr","white",15,15,33,2,1,131,81,0,1,4,5,1,1,1,0,0,0,0,1,1,2,3,8,0,1,1,0,0,0,0,1,1,2,"B","B31",42,2
"Mg0kYdL6","black",45,45,72,3,2,206,92,1,1,4,14,0,0,1,2,0,1,1,0,2,5,4,0,0,0,0,0,0,1,1,0,1,2,"A","A10",48,42
"WV4oO67F","black",45,45,70,3,0,4,92,1,1,4,8,0,1,1,0,0,0,0,1,2,4,4,0,0,0,0,0,0,1,1,0,1,3,"A","A10",48,42
"9DNvxhG8","white",45,45,69,3,1,112,-92,1,1,4,6,0,1,1,1,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,3,4,"B","B31",42,48
"G18GLvIi","white",45,45,88,3,1,130,-92,1,1,4,4,1,1,1,0,0,0,0,0,2,4,4,9,0,1,1,0,0,1,1,0,1,4,"B","B31",42,48
"hWlmlNVi","black",45,45,73,3,0,10,92,1,1,4,0,0,0,0,0,0,0,0,0,2,3,4,7,0,1,1,0,0,1,1,0,1,3,"A","A10",48,42
"o7W3R1T4","white",15,15,33,2,1,140,150,0,1,4,10,0,1,1,1,0,0,1,0,3,6,3,0,0,0,0,0,0,1,1,0,2,3,"B","B31",42,1
"dAeQbomk","white",15,15,28,2,1,112,74,0,1,4,15,0,0,1,0,0,0,0,1,1,1,3,14,0,0,1,0,0,0,0,1,1,1,"B","B31",42,1
"NrfJ2vsk","white",15,15,29,2,2,270,61,0,1,4,6,0,1,1,0,0,0,0,0,1,3,3,13,0,0,1,0,0,0,0,0,1,3,"B","B31",42,1
"xMXRLL7q","black",45,45,90,3,2,290,163,1,1,4,8,0,1,1,0,0,0,0,0,0,0,4,8,0,1,1,0,0,0,0,0,0,0,"A","A10",48,42
"91uXkT0d","black",45,45,86,3,2,253,163,1,1,4,5,1,1,1,0,0,0,0,0,2,5,4,7,0,1,1,0,0,0,0,0,2,4,"A","A10",48,42
"LIbIrgz8","white",45,45,74,3,1,190,-163,1,1,4,0,0,0,0,1,0,0,1,1,3,5,4,0,0,0,0,0,0,1,2,1,2,4,"B","B31",42,48
"nKaCYWcw","black",45,45,74,3,0,10,163,1,1,4,7,0,1,1,2,0,1,1,1,2,4,4,7,0,1,1,0,0,0,0,1,3,5,"A","A10",48,42
"cxHT6TdD","white",45,45,71,3,2,206,163,1,1,4,15,0,0,1,3,0,1,1,0,2,4,4,0,0,0,0,0,0,0,0,0,1,3,"A","A10",48,42
"3qzini9E","black",15,15,26,2,2,201,126,0,1,4,9,0,1,1,1,0,0,1,1,2,4,3,8,0,1,1,0,0,0,0,1,2,4,"C","C01",1,42
"H7VJQtH3","black",8,0,8,1,0,40,122,0,1,4,11,0,0,1,0,0,0,0,0,2,5,3,NA,0,0,0,0,0,0,0,0,2,5,"A","D02",48,1
"rVgE2Oyd","white",8,0,8,1,0,46,100,0,1,4,13,0,0,1,0,0,0,0,0,1,1,3,5,1,1,1,0,0,0,0,0,1,1,"A","D02",48,1
"D23xOkDc","black",8,0,8,1,0,40,198,0,1,4,14,0,0,1,0,0,0,0,0,0,2,3,14,0,0,1,0,0,0,0,0,0,2,"A","D02",48,2
"DPU3gg7I","white",8,0,8,1,0,49,-30,1,1,4,NA,0,0,0,0,0,0,0,0,1,2,4,8,0,1,1,0,0,0,0,0,1,3,"A","D02",48,3
"vArfTUfk","white",8,0,8,1,3,302,128,0,1,4,14,0,0,1,1,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,1,3,3,"A","D02",48,1
"E0kPh6JS","white",8,0,8,1,3,302,132,0,1,4,11,0,0,1,0,0,0,0,1,1,1,3,9,0,1,1,0,0,0,0,1,1,1,"A","D02",48,1
"qLyfzkSs","black",8,0,8,1,3,304,108,0,1,4,14,0,0,1,0,0,0,0,0,1,3,3,11,0,0,1,0,0,0,0,1,1,2,"A","D02",48,1
"WinICbAV","black",8,0,8,1,3,312,164,0,1,4,13,0,0,1,0,0,0,0,1,2,4,3,10,0,1,1,0,0,0,0,0,2,3,"A","D02",48,1
"7NWORHxc","white",8,0,8,1,0,40,32,1,1,4,10,0,1,1,0,0,0,0,0,0,1,4,9,0,1,1,0,0,0,0,0,0,1,"A","D02",48,2
"ttXJm0uE","white",8,0,8,1,3,305,188,0,1,4,11,0,0,1,0,0,0,0,0,1,2,3,8,0,1,1,0,0,0,0,0,1,2,"A","D02",48,1
"DbzrE93f","black",8,0,8,1,0,40,92,1,1,4,12,0,0,1,2,0,0,1,1,3,4,4,7,0,1,1,0,1,1,1,1,2,3,"A","D02",48,2
"DEXiRPZK","white",8,0,8,1,0,40,31,1,1,4,10,0,1,1,0,0,0,0,0,0,0,4,12,0,0,1,0,0,0,0,0,0,0,"A","D02",48,1
"djfGOL6X","white",8,0,8,1,0,40,143,0,1,4,11,0,0,1,0,0,0,0,0,0,1,3,12,0,0,1,0,0,0,0,0,0,1,"A","D02",48,1
"jiMI9J7p","white",8,0,8,1,3,302,97,0,1,4,11,0,0,1,0,0,0,0,0,1,3,3,8,0,1,1,0,0,1,1,0,1,3,"A","D02",48,2
"x8D1Y66X","white",8,0,8,1,3,304,64,1,1,4,13,0,0,1,0,0,0,0,1,2,2,4,13,0,0,1,0,0,0,0,0,2,2,"A","D02",48,1
"d0xEdVHA","white",8,0,8,1,0,40,129,0,1,4,11,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"A","D02",48,2
"BUfDQQDk","black",8,0,8,1,3,302,174,0,1,4,13,0,0,1,0,0,0,0,0,1,1,3,15,0,0,1,0,0,0,0,0,1,1,"A","D02",48,1
"iUtmGsvi","white",8,0,8,1,0,40,42,1,1,4,13,0,0,1,0,0,0,0,1,1,2,4,9,0,1,1,0,0,0,0,1,2,2,"A","D02",48,1
"o887Ujjz","black",8,0,8,1,3,302,178,0,1,4,13,0,0,1,0,0,0,0,0,2,2,3,12,0,0,1,0,0,0,0,0,1,2,"A","D02",48,1
"cS9Ha5IZ","white",8,0,8,1,3,302,178,0,1,4,NA,0,0,0,0,0,0,0,0,1,2,3,7,0,1,1,0,0,0,0,0,1,3,"A","D02",48,1
"Ccectk4p","black",8,0,8,1,3,302,102,1,1,4,12,0,0,1,0,0,0,0,0,2,3,4,12,0,0,1,0,0,0,0,0,2,3,"A","D02",48,1
"77jQdRcn","white",8,0,8,1,3,302,104,0,1,4,11,0,0,1,0,0,0,0,0,1,1,3,5,1,1,1,0,0,0,0,0,1,1,"A","D02",48,1
"9Btrr1Rm","white",8,0,8,1,3,304,135,0,1,4,13,0,0,1,0,0,0,0,0,1,1,3,7,0,1,1,0,0,0,0,0,1,1,"A","D02",48,1
"kV4Yh45C","black",8,0,8,1,0,46,61,1,1,4,15,0,0,1,0,0,0,0,0,1,1,4,9,0,1,1,0,0,0,0,0,1,1,"A","D02",48,2
"v5dT82aj","black",8,0,8,1,3,302,122,0,1,4,15,0,0,1,0,0,0,0,0,0,3,3,15,0,0,1,0,0,0,0,1,1,3,"A","D02",48,1
"ebodKAhf","black",8,0,8,1,0,40,128,1,1,4,9,0,1,1,0,0,0,0,0,0,1,4,NA,0,0,0,0,0,0,0,0,0,1,"A","D02",48,1
"oEUQtpar","white",8,0,8,1,0,40,190,0,1,4,14,0,0,1,0,0,0,0,0,1,3,3,8,0,1,1,0,0,0,0,0,0,2,"A","D02",48,1
"etjt52lL","white",8,0,8,1,0,40,95,1,1,4,14,0,0,1,0,0,0,0,0,1,2,4,6,0,1,1,0,0,0,0,0,1,2,"A","D02",48,1
"E2a8fP14","white",8,0,8,1,3,302,97,1,1,4,12,0,0,1,0,0,0,0,0,1,2,4,10,0,1,1,0,0,0,0,0,1,2,"A","D02",48,1
"trSe0dmW","white",8,0,8,1,0,40,116,0,1,4,13,0,0,1,0,0,0,0,0,1,2,3,13,0,0,1,0,0,0,0,0,1,1,"A","D02",48,1
"qIR8DFZk","white",8,0,8,1,3,302,97,0,1,4,11,0,0,1,0,0,0,0,0,3,3,3,0,0,0,0,0,1,1,1,0,2,3,"A","D02",48,1
"dVVYTUGO","white",8,0,8,1,3,302,123,0,1,4,11,0,0,1,0,0,0,0,0,0,2,3,8,0,1,1,0,0,0,0,0,0,1,"A","D02",48,1
"vhNYAqVG","black",8,0,8,1,0,49,159,0,1,4,14,0,0,1,0,0,0,0,0,2,2,3,6,0,1,1,0,0,0,0,0,1,2,"A","D02",48,3
"dhiV91UC","white",8,0,8,1,3,302,167,0,1,4,15,0,0,1,0,0,0,0,0,2,3,3,12,0,0,1,0,0,0,0,0,1,3,"A","D02",48,1
"JaRJ8vUV","white",8,0,8,1,3,302,122,0,1,4,NA,0,0,0,0,0,0,0,0,0,2,3,7,0,1,1,0,0,0,0,0,0,2,"A","D02",48,1
"TZQgAj2Z","black",8,0,8,1,3,302,160,0,1,4,13,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,"A","D02",48,1
"9QOq8kHI","white",8,0,8,1,3,302,-4,1,1,4,13,0,0,1,0,0,0,0,0,1,3,4,8,0,1,1,0,0,0,0,0,1,3,"A","D02",48,1
"jl6WYwGc","black",8,0,8,1,0,80,18,1,1,4,NA,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,5,"A","D02",48,1
"dLVncZp2","black",8,0,8,1,0,40,95,1,1,4,9,0,1,1,0,0,0,0,0,1,2,4,9,0,1,1,0,0,0,0,0,1,2,"A","D02",48,1
"BmxCdEtU","white",8,0,8,1,3,302,46,1,1,4,9,0,1,1,0,0,0,0,0,0,4,4,7,0,1,1,0,0,0,0,0,0,3,"A","D02",48,3
"7ooO85N5","white",8,0,8,1,0,40,17,1,1,4,13,0,0,1,0,0,0,0,0,2,2,4,7,0,1,1,0,0,0,0,0,1,2,"A","D02",48,1
"zfqxklpo","black",8,0,8,1,0,43,-5,1,1,4,15,0,0,1,0,0,0,0,1,1,2,4,7,0,1,1,0,0,0,0,1,1,2,"A","D02",48,1
"2rmiVY7D","black",8,0,8,1,3,302,101,1,1,4,10,0,1,1,0,0,0,0,0,0,2,4,8,0,1,1,0,0,0,0,0,0,2,"A","D02",48,2
"refuuxlq","black",8,0,8,1,0,46,-46,1,1,4,8,0,1,1,0,0,0,0,2,2,3,4,12,0,0,1,0,0,0,0,1,2,2,"A","D02",48,1
"rsqlIzJ9","white",8,0,8,1,3,302,50,1,1,4,12,0,0,1,0,0,0,0,0,0,1,4,8,0,1,1,0,0,0,0,0,0,1,"A","D02",48,4
"hu1EtuvP","white",8,0,8,1,0,40,85,1,1,4,10,0,1,1,0,0,0,0,0,1,4,4,6,0,1,1,0,0,0,0,0,1,3,"A","D02",48,1
"leTpE1Fq","black",10,0,10,1,2,262,-125,0,1,1,6,0,1,1,1,1,1,1,1,1,3,2,9,0,1,1,0,0,0,0,1,1,3,"C","C62",1,1
"UR9k66dm","white",10,0,10,1,2,244,-46,1,1,0,5,1,1,1,0,0,0,0,0,2,4,0,9,0,1,1,0,1,1,1,0,4,5,"C","C44",1,44
"TMeuZWYD","black",10,0,10,1,1,121,-281,0,0,0,7,0,1,1,1,0,0,1,0,1,4,1,8,0,1,1,0,0,0,0,0,1,4,"C","C40",44,1
"fzAc6oKG","black",10,0,10,1,2,241,-449,0,0,0,4,1,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,2,3,"C","C40",44,3
"WFjG1QkY","black",10,0,10,1,1,101,-126,0,1,0,11,0,0,1,1,0,0,1,1,3,4,1,0,0,0,0,1,1,1,3,1,2,3,"C","C40",44,1
"aZqn13Vk","white",10,0,10,1,3,330,250,0,0,1,10,0,1,1,1,0,0,1,2,2,3,0,7,0,1,1,1,1,1,2,1,2,4,"D","D30",1,44
"vLMvZIWl","black",10,0,10,1,2,246,-38,1,1,0,9,0,1,1,1,0,1,1,0,2,5,0,9,0,1,1,0,0,0,0,0,3,6,"C","C40",44,1
"58T3JRPr","white",10,0,10,1,2,265,230,0,0,1,4,1,1,1,0,0,0,0,0,3,4,0,5,1,1,1,0,1,1,2,0,3,4,"C","C65",1,44
"2wdpH1th","black",10,0,10,1,2,246,-114,0,1,0,5,1,1,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,2,"C","C40",44,2
"FsK5cpuw","white",10,0,10,1,2,246,-120,1,1,0,8,0,1,1,2,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,1,3,"C","C46",2,44
"lKcpwUA0","black",10,0,10,1,1,125,226,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,"C","C40",44,2
"7l0DF0Fu","black",10,0,10,1,3,300,86,0,1,1,11,0,0,1,0,0,0,0,1,1,3,0,11,0,0,1,0,0,0,0,1,2,3,"D","D00",1,44
"66TlGIhI","white",10,0,10,1,2,220,158,0,1,1,NA,0,0,0,0,0,0,0,0,1,3,0,7,0,1,1,0,0,0,0,0,1,3,"C","C20",2,44
"2lmsZtlR","black",10,0,10,1,2,240,-74,0,1,0,11,0,0,1,1,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,3,5,"C","C40",44,1
"N6uQZbpH","black",10,0,10,1,3,301,179,0,1,1,11,0,0,1,1,0,1,1,0,2,3,0,12,0,0,1,0,0,0,0,0,1,2,"D","D01",1,44
"gQ3skeq6","black",10,0,10,1,1,123,-353,0,0,0,0,0,0,0,1,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,1,2,"C","C40",44,1
"JgU8pbLH","white",10,0,10,1,2,240,155,1,1,0,0,0,0,0,5,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,5,6,"C","C40",44,2
"vf6yrQlD","white",10,0,10,1,2,245,380,0,0,2,14,0,0,1,0,0,0,0,2,4,5,0,8,0,1,1,0,0,0,0,2,4,6,"C","C45",1,44
"nrAW8Bca","white",10,0,10,1,2,248,472,0,0,3,5,1,1,1,0,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,0,0,1,"C","C48",1,44
"GdJr6S8O","white",10,0,10,1,2,246,-448,0,0,0,8,0,1,1,1,0,1,1,0,2,2,3,5,1,1,1,0,0,0,0,0,2,4,"C","C40",44,1
"I3GTqdpV","white",10,0,10,1,3,301,182,0,1,1,11,0,0,1,0,0,0,0,0,2,2,0,5,1,1,1,0,1,1,1,0,2,2,"D","D01",1,44
"L8zrI5BD","white",10,0,10,1,2,241,-171,0,1,0,6,0,1,1,1,0,1,1,1,3,4,1,11,0,0,1,0,0,0,0,1,2,4,"C","C40",44,3
"vUonYJYn","black",10,0,10,1,2,255,11,1,1,0,4,1,1,1,2,0,0,1,0,1,3,0,14,0,0,1,0,0,0,0,0,1,4,"C","C55",1,44
"ERcEbmtN","black",10,0,10,1,2,240,190,1,1,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"C","C40",44,1
"6abSTcSF","black",10,0,10,1,2,240,-78,0,1,0,9,0,1,1,0,0,0,0,1,4,4,1,NA,0,0,0,0,1,1,5,1,2,3,"C","C40",44,3
"IN56zlIJ","black",10,0,10,1,2,220,-6,1,1,0,NA,0,0,0,0,0,0,0,1,1,3,0,8,0,1,1,0,0,0,0,1,1,3,"C","C20",1,44
"xuwxxgpb","white",10,0,10,1,2,244,304,0,0,2,12,0,0,1,0,0,0,0,2,4,4,0,11,0,0,1,0,0,0,0,1,5,5,"C","C55",2,44
"IklNqQOw","white",10,0,10,1,0,0,338,0,0,2,10,0,1,1,0,0,0,0,1,2,3,0,7,0,1,1,0,0,0,0,1,1,3,"A","A00",1,44
"fFqUrizD","white",10,0,10,1,3,330,128,0,1,1,8,0,1,1,0,0,0,0,1,2,4,0,7,0,1,1,0,0,0,0,1,2,5,"D","D20",2,44
"I0TiJ2Ga","black",25,10,36,2,1,110,-87,1,1,3,6,0,1,1,0,0,0,0,1,1,3,3,10,0,1,1,0,0,0,0,1,1,3,"B","B10",1,21
"Iv7aDCAM","black",15,15,26,2,1,110,38,1,1,3,7,0,1,1,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,1,1,4,"B","B10",1,21
"bAkns0Jr","white",30,30,54,2,1,111,475,0,0,5,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,"B","B11",1,21
"VXqXfkrq","black",15,15,29,2,3,300,243,0,0,3,0,0,0,0,2,1,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,2,4,"D","D00",21,1
"BwW94jma","black",15,15,29,2,1,113,-59,1,1,3,6,0,1,1,0,0,0,0,1,1,3,3,NA,0,0,0,0,0,0,0,1,1,2,"B","B13",1,21
"ZfiB5dU6","white",25,10,36,2,1,113,-177,0,1,2,13,0,0,1,0,0,0,0,1,2,3,3,9,0,1,1,0,0,0,0,1,2,2,"B","B13",1,21
"tS10y8Io","white",30,30,62,2,3,300,574,0,0,3,10,0,1,1,0,0,0,0,0,1,3,0,NA,0,0,0,0,0,0,0,0,1,3,"D","D00",21,2
"2Ed1mG3V","white",25,10,37,2,0,40,15,1,1,3,10,0,1,1,1,0,0,1,0,0,1,3,NA,0,0,0,0,0,0,0,0,0,1,"D","D00",21,1
"eUaQ5sWm","white",15,15,39,2,1,110,-50,1,1,3,11,0,0,1,2,0,1,1,1,3,5,3,NA,0,0,0,0,1,1,1,1,3,4,"B","B10",1,21
"AmROOVKU","white",15,15,35,2,3,300,22,1,1,3,11,0,0,1,0,0,0,0,0,0,1,3,8,0,1,1,0,0,0,0,0,0,1,"D","D00",21,1
"iqI94z0s","black",15,15,30,2,0,40,199,0,1,3,13,0,0,1,0,0,0,0,0,1,3,2,7,0,1,1,1,1,1,1,0,1,3,"D","D00",21,1
"XS2Wqewv","black",15,15,34,2,3,300,209,0,0,3,14,0,0,1,0,0,0,0,0,1,3,2,14,0,0,1,0,0,0,0,0,1,4,"D","D00",21,1
"tS6tvGNk","white",15,15,31,2,3,300,107,1,1,3,12,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,"D","D00",21,1
"3f35Wlwk","black",15,15,28,2,3,300,67,1,1,3,14,0,0,1,0,0,0,0,1,2,2,3,14,0,0,1,0,0,0,0,1,1,2,"D","D00",21,1
"BvQR69NU","white",15,15,34,2,2,202,-4,1,1,3,12,0,0,1,0,0,0,0,0,2,3,3,10,0,1,1,0,1,1,1,0,2,2,"C","C16",2,21
"rBkEVEK8","white",15,15,52,2,3,300,122,0,1,3,NA,0,0,0,2,0,1,1,0,2,4,2,0,0,0,0,0,0,0,0,1,3,7,"D","D00",21,1
"RaaXitQr","black",15,15,39,2,0,40,63,1,1,3,0,0,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,"D","D00",21,1
"DkQgh5HY","white",15,15,37,2,2,218,29,1,1,3,0,0,0,0,0,0,0,0,1,1,2,3,14,0,0,1,1,1,1,1,0,1,2,"C","C18",1,21
"qHIxUJal","white",15,15,27,2,0,40,165,0,1,3,9,0,1,1,0,0,0,0,0,0,2,2,11,0,0,1,0,0,0,0,0,0,2,"D","D00",21,2
"kOxDbue2","white",30,30,56,2,0,25,-235,0,0,3,7,0,1,1,0,0,0,0,0,0,3,4,9,0,1,1,0,0,0,0,0,0,3,"A","A25",1,26
"ZEroJxFf","black",30,30,53,2,2,201,157,0,1,5,10,0,1,1,1,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,1,1,3,"C","C01",26,1
"iePNTV78","black",10,0,10,1,2,230,-308,0,0,3,11,0,0,1,0,0,0,0,1,3,5,5,0,0,0,0,1,1,1,3,2,2,3,"C","C30",1,26
