"id","winner","base_time","add_time","total_time","game_class","opening_class","opening_eco_mod","rating_dif","same_elo_band_flag","same_elo_step_flag","white_elo_band","white_castle_turn_limited","white_castle_before_five","white_castle_before_ten","white_castle_before_fifteen","white_checks_limited_count","white_checks_before_five","white_checks_before_ten","white_checks_before_fifteen","white_loss_before_five","white_loss_before_ten","white_loss_before_fifteen","black_elo_band","black_castle_turn_limited","black_castle_before_five","black_castle_before_ten","black_castle_before_fifteen","black_checks_before_five","black_checks_before_ten","black_checks_before_fifteen","black_checks_limited_count","black_loss_before_five","black_loss_before_ten","black_loss_before_fifteen","player_as_white_fav_opening_class","player_as_white_fav_opening_eco","player_white_total_games_count","player_black_total_games_count"
"7JTOQvX9","black",16,8,26,2,2,227,195,0,1,1,0,0,0,0,1,1,1,1,1,1,3,0,9,0,1,1,0,0,0,0,1,1,3,"C","C27",1,37
"hxkxECEc","white",15,10,26,2,1,101,-103,0,1,0,NA,0,0,0,4,0,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,3,5,"C","C41",37,1
"gYNJmmEA","black",10,3,13,1,1,100,23,1,1,0,0,0,0,0,2,0,0,1,0,1,3,0,15,0,0,1,0,0,0,0,0,1,4,"C","C41",37,6
"mzH5Qb2p","white",10,3,15,1,0,2,-56,1,1,0,6,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,"A","A02",6,37
"OeBcizPR","white",20,0,20,2,0,4,119,0,1,1,12,0,0,1,1,0,0,1,1,2,3,0,15,0,0,1,0,0,0,0,0,2,3,"A","A04",1,37
"3aVUhcPI","black",10,3,13,1,0,2,-37,1,1,0,7,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,2,4,"A","A02",6,37
"zQ6b9KMq","white",10,3,13,1,0,2,-38,1,1,0,6,0,1,1,0,0,0,0,0,1,2,0,15,0,0,1,0,0,0,0,0,1,3,"A","A02",6,37
"pbEmTU5y","black",15,2,20,2,2,244,-220,0,0,0,NA,0,0,0,0,0,0,0,0,3,4,2,5,1,1,1,0,1,1,2,0,3,4,"C","C41",37,3
"nM02WXli","white",8,3,11,1,2,244,-9,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,10,0,1,1,0,0,0,0,0,2,2,"C","C41",37,1
"nqmVQQKj","black",5,8,19,1,3,302,-16,1,1,0,7,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,"D","D02",2,37
"hD5qnhj0","black",5,8,14,1,2,241,-318,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12,0,0,1,0,0,0,0,0,0,2,"C","C41",37,1
"mUssK6J4","white",30,5,35,2,2,241,212,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,2,"C","C41",1,37
"sSuBh0Xz","black",10,3,13,1,2,241,25,1,1,0,11,0,0,1,1,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,1,2,"A","A02",6,37
"Bg0gVm5B","black",10,3,12,1,2,242,8,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,1,1,0,1,1,1,0,1,1,"C","C41",37,6
"HnoJa38t","black",10,9,30,1,3,300,-32,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,"B","B00",4,37
"g66Av67d","black",20,0,20,2,1,101,-49,1,1,0,0,0,0,0,2,0,1,1,0,3,4,0,15,0,0,1,0,0,0,0,0,3,6,"C","C41",37,1
"zl3icEvw","white",12,0,12,2,0,1,-117,1,1,0,14,0,0,1,0,0,0,0,0,1,1,0,NA,0,0,0,0,1,1,1,0,1,1,"A","A01",2,37
"Ix7i9R6k","black",10,3,13,1,1,120,-758,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,12,0,0,1,0,0,0,0,0,1,2,"C","C41",37,1
"zCA2QmUC","black",15,10,20,2,0,58,183,0,1,5,0,0,0,0,0,0,0,0,0,1,4,4,9,0,1,1,0,0,1,2,1,2,4,"E","A40",17,1
"Fzgz2cTQ","black",15,10,20,2,1,112,-6,1,1,5,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,2,"B","B12",1,17
"UDhjQ43q","white",15,10,29,2,4,411,131,0,1,5,9,0,1,1,0,0,0,0,1,1,3,4,8,0,1,1,1,1,1,2,0,1,3,"E","A40",17,1
"NKXud0Au","black",15,10,24,2,3,343,-184,0,1,4,12,0,0,1,0,0,0,0,0,2,4,5,12,0,0,1,0,1,1,1,0,2,4,"D","D43",3,17
"2Q7IqjpX","white",15,10,24,2,4,415,172,0,1,5,9,0,1,1,1,0,1,1,0,2,4,4,13,0,0,1,0,0,0,0,0,1,4,"E","A40",17,3
"58AwByNw","white",10,5,15,1,1,119,118,1,1,5,12,0,0,1,0,0,0,0,1,2,2,5,NA,0,0,0,0,0,0,0,1,2,2,"B","B19",1,17
"tQupI0RS","black",10,5,15,1,0,40,105,0,1,5,0,0,0,0,0,0,0,0,0,1,5,4,6,0,1,1,0,0,0,0,0,1,4,"E","A40",17,1
"u7zSE8Xc","white",10,5,20,1,4,461,-27,1,1,5,12,0,0,1,0,0,0,0,0,0,2,5,5,1,1,1,0,0,0,0,0,0,2,"E","A40",17,1
"i4IoZw9M","black",10,5,14,1,0,40,56,0,1,5,15,0,0,1,1,0,1,1,0,2,5,4,7,0,1,1,0,0,0,0,0,2,4,"E","A40",17,1
"vy2nnPTv","white",10,5,13,1,1,118,-156,0,1,4,8,0,1,1,1,0,0,1,1,1,3,5,10,0,1,1,0,0,0,0,1,1,4,"B","B18",1,17
"FQUA7WH0","black",10,5,17,1,3,307,-63,1,1,5,NA,0,0,0,0,0,0,0,1,2,2,5,11,0,0,1,0,0,0,0,1,2,2,"E","A40",17,1
"wIF6v3Ib","white",15,10,34,2,3,331,-61,1,1,5,7,0,1,1,0,0,0,0,0,0,3,5,9,0,1,1,0,0,0,0,0,0,3,"E","A40",17,2
"uvGGn5T2","black",15,10,33,2,1,118,-247,0,0,4,12,0,0,1,0,0,0,0,1,2,4,5,13,0,0,1,0,0,0,0,1,2,3,"B","B18",1,17
"vNfy43Ti","white",15,10,38,2,4,421,62,0,1,5,12,0,0,1,0,0,0,0,1,2,2,4,6,0,1,1,1,1,1,1,0,2,2,"E","A40",17,1
"QaIz0Hr9","white",15,10,26,2,1,153,-182,0,1,4,12,0,0,1,0,0,0,0,1,2,3,5,12,0,0,1,0,0,0,0,1,3,4,"B","B53",1,17
"YwtfYUEd","white",30,30,99,2,0,35,-16,1,1,5,9,0,1,1,0,0,0,0,1,2,3,5,9,0,1,1,0,0,0,0,0,2,3,"A","A28",33,2
"I9Jctwxa","black",45,45,92,3,3,317,-135,0,1,4,0,0,0,0,0,0,0,0,1,1,3,5,8,0,1,1,0,0,0,0,0,1,3,"D","D17",1,33
"B8aDJBu1","white",30,30,56,2,0,15,-140,1,1,5,14,0,0,1,1,0,1,1,1,1,2,5,NA,0,0,0,0,0,0,0,1,1,1,"A","A28",33,1
"Ok4j2vRz","white",30,30,68,2,1,123,310,0,0,6,6,0,1,1,0,0,0,0,0,1,3,5,9,0,1,1,0,0,0,0,0,1,1,"B","C11",4,33
"IcCVMlFb","white",30,30,58,2,1,101,-22,1,1,5,10,0,1,1,0,0,0,0,1,1,2,5,9,0,1,1,0,0,0,0,1,1,2,"A","A28",33,1
"qyaVBpYO","black",15,15,24,2,3,311,-285,0,0,3,0,0,0,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,1,1,1,2,4,"D","D20",2,33
"ci4lfmpm","white",45,45,89,3,1,138,93,1,1,5,9,0,1,1,0,0,0,0,1,1,1,5,7,0,1,1,0,0,0,0,1,1,1,"B","B38",1,33
"QYsM0OI8","white",30,30,64,2,1,127,127,1,1,5,14,0,0,1,0,0,0,0,1,1,3,5,12,0,0,1,0,0,0,0,1,1,2,"B","B27",1,33
"pzAVflYy","white",5,8,12,1,3,312,383,0,0,5,9,0,1,1,0,0,0,0,0,1,1,3,11,0,0,1,0,0,0,0,0,1,1,"A","A28",33,2
"XBzpi93X","white",30,30,86,2,4,412,-226,0,0,5,9,0,1,1,0,0,0,0,0,0,0,6,8,0,1,1,0,0,0,0,0,0,0,"A","A28",33,1
"kpxxfUj6","black",45,45,129,3,3,314,140,0,1,5,0,0,0,0,0,0,0,0,1,1,2,4,13,0,0,1,0,1,1,1,1,1,3,"D","D14",2,33
"yO6pCozM","black",30,30,49,2,1,112,-338,0,0,3,NA,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,1,0,1,3,"B","B12",2,33
"cGxEv6DP","white",45,45,86,3,2,201,66,1,1,4,8,0,1,1,0,0,0,0,1,1,3,4,10,0,1,1,0,0,0,0,1,1,3,"A","A28",33,2
"5Z6KGrFi","black",45,45,122,3,1,127,137,0,1,5,5,1,1,1,0,0,0,0,0,0,1,4,11,0,0,1,0,0,0,0,0,0,1,"B","B27",2,33
"AMLBmMQs","white",10,0,10,1,1,127,-130,1,1,4,9,0,1,1,0,0,0,0,1,1,1,4,6,0,1,1,0,0,0,0,1,1,1,"B","B27",1,33
"uv4s6Jn6","black",45,45,82,3,3,311,20,1,1,4,14,0,0,1,1,0,0,1,1,4,5,4,12,0,0,1,0,1,1,2,0,3,5,"D","D11",2,33
"iZw43GLO","white",45,45,103,3,0,10,55,1,1,4,10,0,1,1,0,0,0,0,1,3,4,4,9,0,1,1,0,0,0,0,0,3,4,"A","A28",33,1
"1WO2BsF6","black",45,45,82,3,0,70,-118,0,1,4,10,0,1,1,0,0,0,0,1,1,3,5,8,0,1,1,0,0,0,0,1,1,3,"A","A28",33,1
"eBwaiePx","black",45,45,117,3,3,317,-8,1,1,4,12,0,0,1,0,0,0,0,1,1,2,4,8,0,1,1,0,0,0,0,0,1,2,"D","D17",1,33
"RvQ03kYr","black",45,45,75,3,1,121,27,1,1,4,7,0,1,1,1,0,0,1,2,3,5,4,8,0,1,1,0,0,0,0,1,2,5,"B","B21",1,33
"NmnwGdXq","white",45,45,79,3,0,28,-56,1,1,4,9,0,1,1,0,0,0,0,2,2,3,4,9,0,1,1,0,0,0,0,1,2,3,"A","A28",33,1
"hYcIxXQ4","white",8,8,19,1,2,220,-120,1,1,4,8,0,1,1,0,0,0,0,0,1,3,4,4,1,1,1,0,1,1,1,0,1,2,"C","C20",1,33
"86PQ0mXa","black",5,8,12,1,1,121,-62,1,1,4,14,0,0,1,0,0,0,0,1,3,4,4,7,0,1,1,0,1,1,1,1,2,4,"B","B21",1,33
"P8vP3UoS","black",11,3,13,2,0,10,132,1,1,4,7,0,1,1,0,0,0,0,0,0,1,4,8,0,1,1,0,0,0,0,0,0,1,"A","A28",33,1
"r6Sx9dq5","white",15,5,22,2,0,13,123,1,1,4,10,0,1,1,0,0,0,0,0,1,4,4,9,0,1,1,0,0,0,0,0,1,3,"A","A28",33,1
"I224fuTb","black",5,6,12,1,1,136,-73,1,1,4,9,0,1,1,0,0,0,0,1,3,3,4,13,0,0,1,1,1,1,1,1,2,3,"B","B36",1,33
"qLPltX2M","white",8,0,8,1,2,264,70,0,1,4,4,1,1,1,0,0,0,0,0,2,3,3,9,0,1,1,0,0,1,1,0,2,3,"A","A02",7,1
"YMh3txYE","black",10,0,10,1,1,107,-120,1,1,3,0,0,0,0,1,0,1,1,1,1,3,3,14,0,0,1,0,0,0,0,0,0,2,"B","B07",2,7
"DNpLY94C","white",10,0,10,1,1,132,104,1,1,3,0,0,0,0,3,0,0,1,2,2,4,3,0,0,0,0,0,0,0,0,2,4,7,"A","A02",7,2
"NBUp7O9o","white",10,1,11,1,1,101,15,1,1,4,13,0,0,1,1,0,0,1,1,4,5,4,NA,0,0,0,0,1,1,2,1,3,4,"B","B01",1,7
"SRgTRQBU","black",10,10,18,1,1,108,-33,1,1,3,11,0,0,1,0,0,0,0,0,2,3,3,5,1,1,1,0,0,0,0,0,2,3,"B","B08",1,7
"cyKB69VD","white",8,0,8,1,3,300,-17,1,1,4,NA,0,0,0,0,0,0,0,2,2,3,4,8,0,1,1,0,0,0,0,2,2,3,"D","D00",1,3
"Qie3lxGv","black",15,0,15,2,3,345,-48,1,1,4,10,0,1,1,4,0,1,1,0,2,4,4,0,0,0,0,0,0,0,0,0,2,4,"D","D45",1,3
"UJVdUKTd","white",15,16,34,2,2,210,13,1,1,3,9,0,1,1,0,0,0,0,1,2,2,3,8,0,1,1,0,0,0,0,1,1,2,"B","B22",30,1
"2DOZTLqL","black",15,15,42,2,1,120,129,0,1,4,7,0,1,1,0,0,0,0,0,0,2,3,7,0,1,1,0,0,0,0,0,0,1,"B","B20",3,30
"CUOe6J0Z","black",8,0,8,1,1,140,-52,1,1,3,8,0,1,1,1,0,0,1,1,2,4,3,NA,0,0,0,0,0,0,0,1,2,2,"B","B22",30,1
"CQxNnGRr","black",10,0,10,1,1,122,155,0,1,3,12,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,"B","B22",30,1
"VUAWwHEb","white",10,0,10,1,1,101,170,0,1,3,7,0,1,1,2,0,1,1,1,2,4,2,0,0,0,0,0,0,0,0,2,3,4,"B","B22",30,1
"3PBfouYm","white",10,0,10,1,2,200,97,0,1,4,11,0,0,1,0,0,0,0,1,2,4,3,11,0,0,1,0,1,1,2,1,2,4,"C","C00",2,30
"d2kFrY4B","black",10,0,10,1,3,345,-91,1,1,3,0,0,0,0,3,0,1,1,0,2,3,3,6,0,1,1,0,0,0,0,0,2,5,"D","D45",1,30
"RRjf1gDe","white",10,0,10,1,1,136,79,0,1,4,10,0,1,1,0,0,0,0,1,1,2,3,8,0,1,1,0,0,0,0,1,1,2,"B","B36",1,30
"lBOJlOt4","black",10,0,10,1,1,122,-120,0,1,3,13,0,0,1,0,0,0,0,1,2,3,4,11,0,0,1,0,0,0,0,1,2,2,"B","B22",30,3
"3ETITpSv","white",10,0,10,1,1,130,-155,0,1,3,7,0,1,1,1,0,1,1,1,1,4,4,9,0,1,1,0,0,1,2,1,2,5,"B","B22",30,1
"PehOrqFL","black",10,0,10,1,0,0,32,1,1,3,9,0,1,1,0,0,0,0,2,2,2,3,8,0,1,1,0,0,0,0,2,2,2,"A","A00",1,30
"aQTwdlo7","black",10,0,10,1,1,123,-357,0,0,3,10,0,1,1,1,0,1,1,1,3,4,5,12,0,0,1,0,0,0,0,1,3,4,"B","B22",30,2
"GIgJ3SIm","black",10,0,10,1,1,125,-167,0,1,3,8,0,1,1,0,0,0,0,1,3,3,4,14,0,0,1,0,0,0,0,1,2,3,"B","B22",30,2
"G5uZX2RL","black",10,0,10,1,2,207,61,1,1,3,0,0,0,0,2,1,1,1,1,2,4,3,0,0,0,0,0,1,1,2,1,1,3,"C","C07",1,30
"bMa1XPHg","white",10,0,10,1,0,45,-293,0,0,2,8,0,1,1,0,0,0,0,0,2,3,3,5,1,1,1,0,0,0,0,0,2,2,"D","D00",3,30
"fWJQvufg","white",10,0,10,1,1,121,70,0,1,4,9,0,1,1,0,0,0,0,1,2,4,3,8,0,1,1,0,0,0,0,1,2,5,"B","B21",1,30
"5bAnFHaR","white",10,0,10,1,4,476,-3,1,1,3,0,0,0,0,0,0,0,0,0,1,5,3,5,1,1,1,0,0,1,1,0,0,3,"B","B22",30,2
"DN7gIUU3","black",10,0,10,1,3,385,239,0,0,3,9,0,1,1,1,0,0,1,2,3,4,2,8,0,1,1,0,0,0,0,1,3,4,"B","B22",30,1
"Rjf0u2O5","white",10,0,10,1,0,80,-69,1,1,3,5,1,1,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,3,"A","A80",2,30
"hpB7qEoP","black",10,0,10,1,0,46,-96,0,1,3,NA,0,0,0,0,0,0,0,0,0,1,4,10,0,1,1,0,0,0,0,0,0,0,"B","B22",30,1
"AJkGuEnc","black",10,0,10,1,0,45,-83,0,1,3,0,0,0,0,0,0,0,0,2,5,6,4,NA,0,0,0,0,1,1,2,2,3,4,"B","B22",30,1
"7oEMq5S0","black",10,0,10,1,0,80,47,0,1,4,6,0,1,1,0,0,0,0,0,0,2,3,5,1,1,1,0,0,0,0,0,1,4,"A","A80",1,30
"2a5tb7yA","black",10,0,10,1,3,335,32,1,1,3,9,0,1,1,0,0,0,0,0,2,2,3,NA,0,0,0,0,0,0,0,0,2,3,"D","D32",3,30
"NmHgobJP","white",10,0,10,1,0,43,10,1,1,3,11,0,0,1,0,0,0,0,1,3,4,3,9,0,1,1,0,0,0,0,1,3,4,"B","B22",30,1
"EyW472yN","black",10,0,10,1,2,254,-241,0,0,3,9,0,1,1,3,0,0,1,1,4,6,4,0,0,0,0,0,1,1,1,0,3,6,"B","B22",30,1
"67oaFvds","white",10,0,10,1,2,200,34,1,1,3,6,0,1,1,0,0,0,0,1,2,4,3,8,0,1,1,0,0,0,0,1,2,4,"C","C00",1,30
"97p0zDHJ","black",8,0,8,1,2,259,-558,0,0,4,0,0,0,0,1,0,1,1,0,1,3,6,15,0,0,1,0,0,1,1,1,2,3,"C","C59",3,1
"WQlA78I5","white",3,8,18,1,2,200,224,0,0,4,8,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,"C","C59",3,2
"lcpnc5mD","white",30,30,68,2,2,251,390,0,0,5,5,1,1,1,0,0,0,0,0,1,4,3,7,0,1,1,0,0,0,0,0,2,4,"C","C55",20,1
"7Yhtsgii","black",15,0,15,2,0,70,-107,0,1,4,9,0,1,1,0,0,0,0,1,1,1,5,9,0,1,1,0,0,0,0,1,1,1,"C","C41",2,20
"QYwhRB2n","white",30,10,36,2,2,250,108,0,1,5,4,1,1,1,0,0,0,0,0,0,2,4,6,0,1,1,0,0,1,1,0,0,2,"C","C55",20,1
"dnMMBVHw","black",20,10,33,2,1,143,572,0,0,5,10,0,1,1,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,1,1,3,"C","C55",20,3
"Ue749xKk","white",30,10,40,2,0,70,-185,0,1,4,10,0,1,1,0,0,0,0,1,1,2,5,8,0,1,1,0,0,0,0,1,1,2,"A","A70",1,20
"JWc01uVo","black",30,10,41,2,1,120,-227,0,0,4,7,0,1,1,5,1,1,1,1,2,5,5,0,0,0,0,0,0,0,0,1,2,5,"B","B20",1,20
"BiSy456f","black",30,10,47,2,2,250,-266,0,0,4,NA,0,0,0,0,0,0,0,0,2,5,5,6,0,1,1,0,0,0,0,0,1,4,"B","B50",2,20
"lagFMYPK","white",30,10,40,2,2,255,167,0,1,5,7,0,1,1,0,0,0,0,1,1,2,4,9,0,1,1,0,0,0,0,1,2,3,"C","C55",20,1
"SZ2bpMwl","white",30,10,40,2,0,22,-197,0,1,4,11,0,0,1,0,0,0,0,0,2,2,5,5,1,1,1,0,0,0,0,0,2,3,"A","A22",1,20
"Ns6CgvEV","black",30,10,47,2,2,242,66,1,1,5,11,0,0,1,0,0,0,0,2,2,2,5,12,0,0,1,0,0,0,0,1,2,2,"C","C55",20,1
"VXOHdRHw","white",30,10,52,2,1,106,236,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,"C","C55",20,3
"faJgT7uS","black",30,10,36,2,1,121,-220,0,0,4,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,1,1,3,0,1,3,"B","B21",3,20
"bR7eSNEo","white",30,10,38,2,1,133,-3,1,1,5,0,0,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,1,1,1,2,4,"C","C55",20,1
"LKE63Fln","black",30,10,47,2,3,305,-80,0,1,4,7,0,1,1,1,0,0,1,0,1,5,5,9,0,1,1,0,0,0,0,0,0,4,"D","D05",1,20
"oJEaprhr","white",30,10,40,2,2,255,241,0,0,5,6,0,1,1,0,0,0,0,1,2,2,4,7,0,1,1,0,0,1,1,1,3,3,"C","C55",20,1
"hGwCk7sW","black",60,60,144,3,1,121,85,0,1,2,NA,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,1,4,5,"B","B21",1,3
"MmpwBLIk","white",10,0,10,1,3,302,-66,1,1,2,10,0,1,1,0,0,0,0,1,2,3,2,10,0,1,1,0,0,0,0,1,3,5,"D","D02",1,3
"2hBcxB5h","black",15,0,15,2,2,202,-503,0,0,0,12,0,0,1,0,0,0,0,0,0,2,2,9,0,1,1,1,1,1,2,0,0,1,"C","C02",1,3
"7GBbEd5W","black",10,0,10,1,0,0,-364,0,0,2,13,0,0,1,2,0,1,1,1,3,4,4,NA,0,0,0,0,0,0,0,1,3,4,"A","A00",1,9
"Mtuuwb4x","white",10,0,10,1,0,43,307,0,0,4,9,0,1,1,0,0,0,0,1,1,2,2,11,0,0,1,1,1,1,1,1,1,2,"A","A43",9,3
"zHPPTUB1","white",10,0,10,1,3,326,-145,0,1,4,8,0,1,1,0,0,0,0,1,2,4,5,8,0,1,1,0,0,0,0,1,2,4,"A","A43",9,2
"CxVMX1g4","black",10,0,10,1,0,84,-337,0,0,4,7,0,1,1,1,0,0,1,0,1,3,5,6,0,1,1,0,0,0,0,0,1,3,"A","A43",9,3
"ZT8bSrQX","white",10,0,10,1,0,40,440,0,0,4,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,6,"A","A43",9,7
"HNZeUWN0","black",10,0,10,1,1,184,-167,0,1,3,10,0,1,1,0,0,0,0,1,2,4,4,10,0,1,1,0,0,0,0,1,2,4,"B","B84",1,9
"5TytpSI3","white",10,0,10,1,3,330,240,0,0,4,7,0,1,1,0,0,0,0,0,0,3,3,5,1,1,1,0,0,0,0,0,0,3,"A","A43",9,1
"hxWkHHzL","black",10,0,10,1,3,330,568,0,0,5,9,0,1,1,0,0,0,0,1,1,2,2,12,0,0,1,0,0,0,0,0,0,1,"D","D30",20,1
"1waMIFNE","black",10,0,10,1,2,207,-150,0,1,4,9,0,1,1,0,0,0,0,2,2,4,5,9,0,1,1,0,0,0,0,1,1,3,"C","C07",2,20
"4q388Xq8","white",10,0,10,1,3,320,442,0,0,5,13,0,0,1,0,0,0,0,1,4,5,3,12,0,0,1,0,0,0,0,0,3,5,"D","D30",20,3
"u77fOTUg","black",10,0,10,1,4,415,-362,0,0,3,8,0,1,1,0,0,0,0,0,1,3,5,8,0,1,1,0,0,1,1,0,1,3,"E","E15",2,20
"i4CHzPRj","black",10,0,10,1,2,202,-781,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,1,1,0,0,2,"B","B00",3,20
"YsygpBkU","white",10,0,10,1,0,57,-103,1,1,5,0,0,0,0,0,0,0,0,1,2,5,5,9,0,1,1,0,0,1,1,0,1,4,"D","D30",20,1
"dvespgYu","white",10,0,10,1,4,412,287,0,0,5,9,0,1,1,0,0,0,0,0,1,3,3,10,0,1,1,0,0,0,0,0,1,3,"D","D30",20,3
"Em887Lxl","white",10,0,10,1,4,412,-70,0,1,4,12,0,0,1,0,0,0,0,0,0,3,5,7,0,1,1,0,0,0,0,0,0,3,"E","E12",1,20
"cWDFjloh","white",10,0,10,1,3,302,-9,1,1,5,12,0,0,1,0,0,0,0,0,2,3,5,9,0,1,1,0,0,0,0,0,2,3,"D","D30",20,3
"n8uP4P4Z","black",10,0,10,1,2,202,97,0,1,5,9,0,1,1,0,0,0,0,0,1,4,4,9,0,1,1,0,0,0,0,0,0,3,"B","B77",5,20
"uUQ9P8gi","white",10,0,10,1,4,488,593,0,0,4,11,0,0,1,0,0,0,0,0,1,3,2,5,1,1,1,0,0,1,1,0,1,3,"D","D30",20,1
"L2xOeIWh","white",10,0,10,1,0,40,472,0,0,4,13,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,"D","D30",20,1
"OftOFmMQ","white",10,0,10,1,4,420,-283,0,0,3,NA,0,0,0,2,0,1,1,0,1,2,5,11,0,0,1,0,0,0,0,0,2,4,"A","A43",3,20
"Es9iNlZ4","white",10,0,10,1,3,330,429,0,0,5,8,0,1,1,1,0,0,1,1,2,5,2,7,0,1,1,0,0,0,0,0,2,4,"D","D30",20,4
"mFxS2uIH","black",10,0,10,1,2,200,-477,0,0,2,5,1,1,1,1,0,0,1,1,2,4,5,6,0,1,1,0,0,0,0,1,2,5,"C","C00",2,20
"nqjoIyv4","white",10,0,10,1,4,481,273,0,0,5,10,0,1,1,0,0,0,0,0,1,3,3,5,1,1,1,0,0,0,0,0,1,3,"D","D30",20,5
"JUo0BqQd","white",10,0,10,1,3,335,-385,0,0,3,NA,0,0,0,0,0,0,0,1,1,3,5,9,0,1,1,0,0,0,0,1,1,3,"D","D35",2,20
"Gde2BIFV","black",10,0,10,1,2,200,-107,0,1,4,9,0,1,1,0,0,0,0,1,1,2,5,8,0,1,1,0,0,0,0,1,1,2,"C","C00",1,20
"rSWTF9rs","black",5,10,10,1,1,192,-67,0,1,5,9,0,1,1,0,0,0,0,1,2,3,6,9,0,1,1,0,0,0,0,1,1,3,"B","B92",1,27
"LABc7BKr","white",15,5,21,2,2,202,0,1,1,6,7,0,1,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,"C","C02",27,3
"7ybUly8t","black",40,60,108,3,1,120,-150,0,1,5,11,0,0,1,0,0,0,0,2,2,2,6,7,0,1,1,0,0,0,0,1,1,1,"B","B20",1,27
"eNbs0Oew","black",180,5,192,3,1,150,-154,0,1,5,7,0,1,1,0,0,0,0,0,0,1,6,7,0,1,1,0,0,0,0,0,0,0,"B","B50",1,27
"8Bz5mbbU","black",10,10,20,1,2,253,-307,1,0,6,7,0,1,1,0,0,0,0,0,2,3,6,7,0,1,1,0,1,1,2,0,2,3,"C","C02",27,1
"HBezD4JG","white",30,15,47,2,1,150,282,0,0,6,9,0,1,1,0,0,0,0,0,0,3,4,NA,0,0,0,0,0,1,1,0,0,2,"C","C02",27,2
"mKvCyQcI","black",15,15,28,2,1,120,-170,0,1,5,7,0,1,1,0,0,0,0,1,1,3,6,9,0,1,1,0,0,0,0,1,1,3,"B","B20",2,27
"Xn6uTsFu","black",15,10,22,2,4,410,-48,0,1,5,9,0,1,1,0,0,0,0,1,1,1,6,13,0,0,1,0,0,0,0,1,1,1,"A","A15",2,27
"Rib6UKcT","white",10,15,44,1,1,192,214,0,0,6,8,0,1,1,0,0,0,0,1,2,3,4,9,0,1,1,0,0,0,0,1,1,2,"C","C02",27,6
"g5AVWcp2","black",15,15,33,2,2,202,193,0,1,6,15,0,0,1,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,1,2,"C","C02",27,1
"7jFW2Ewi","black",12,15,31,2,4,410,-56,0,1,5,13,0,0,1,0,0,0,0,1,1,2,6,12,0,0,1,0,0,0,0,0,1,1,"D","D59",2,27
"XfyJ4tKl","white",15,5,21,2,2,202,160,0,1,6,12,0,0,1,0,0,0,0,0,1,3,5,NA,0,0,0,0,0,0,0,0,1,4,"C","C02",27,1
"9ANH8zPE","black",5,5,18,1,2,202,-122,1,1,6,0,0,0,0,0,0,0,0,0,1,2,6,NA,0,0,0,0,0,0,0,0,1,2,"C","C02",27,4
"lAGvYGnM","white",10,10,17,1,0,45,28,1,1,6,0,0,0,0,3,0,0,1,0,1,2,6,8,0,1,1,0,0,0,0,0,0,3,"A","A45",3,27
"A5vJqK4g","black",10,10,21,1,1,191,-79,0,1,5,9,0,1,1,0,0,0,0,1,1,1,6,10,0,1,1,0,0,0,0,1,1,1,"C","C26",2,27
"ypU2jtJR","black",10,10,17,1,0,45,76,1,1,6,NA,0,0,0,2,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,"A","A45",3,27
"gRo0vrWi","black",7,14,16,1,1,101,247,0,0,6,7,0,1,1,1,0,0,1,1,2,5,4,7,0,1,1,0,0,1,1,1,1,4,"C","C02",27,49
